id,parent_id,type,name,original_id,full_address,coordX,coordY
1597,1514.0,street,ВАТУТИНА,88978,"Карагандинская область, г.Темиртау, г.Темиртау, ВАТУТИНА",,
1598,1514.0,street,ТЕМИРТАУСКАЯ,88980,"Карагандинская область, г.Темиртау, г.Темиртау, ТЕМИРТАУСКАЯ",,
1599,1514.0,street,ЭЛЕКТРИКОВ,88981,"Карагандинская область, г.Темиртау, г.Темиртау, ЭЛЕКТРИКОВ",,
1600,1514.0,street,6 А,88982,"Карагандинская область, г.Темиртау, г.Темиртау, 6 А",,
1601,1514.0,street,БЕДНОГО,88983,"Карагандинская область, г.Темиртау, г.Темиртау, БЕДНОГО",,
1602,1514.0,street,2-АЯ ЗАГОРОДНАЯ,88990,"Карагандинская область, г.Темиртау, г.Темиртау, 2-АЯ ЗАГОРОДНАЯ",,
1603,1514.0,street,ОКТЯБРЬСКИЙ,89042,"Карагандинская область, г.Темиртау, г.Темиртау, ОКТЯБРЬСКИЙ",,
1604,1514.0,street,5,87413,"Карагандинская область, г.Темиртау, г.Темиртау, 5",,
1605,1514.0,street,МЕТАЛЛУРГОВ,89963,"Карагандинская область, г.Темиртау, г.Темиртау, МЕТАЛЛУРГОВ",,
1606,1514.0,street,4,89964,"Карагандинская область, г.Темиртау, г.Темиртау, 4",,
1607,1514.0,street,71,89965,"Карагандинская область, г.Темиртау, г.Темиртау, 71",,
1608,1514.0,street,72,89966,"Карагандинская область, г.Темиртау, г.Темиртау, 72",,
1609,1514.0,street,ЗАПАДНАЯ,89969,"Карагандинская область, г.Темиртау, г.Темиртау, ЗАПАДНАЯ",,
1610,1514.0,street,НИЖНЯЯ,89970,"Карагандинская область, г.Темиртау, г.Темиртау, НИЖНЯЯ",,
1611,1514.0,street,ЗАВОДСКАЯ,89971,"Карагандинская область, г.Темиртау, г.Темиртау, ЗАВОДСКАЯ",,
1612,1514.0,street,СОВХОЗНАЯ,89973,"Карагандинская область, г.Темиртау, г.Темиртау, СОВХОЗНАЯ",,
1613,1514.0,street,Караганды,89975,"Карагандинская область, г.Темиртау, г.Темиртау, Караганды",,
1614,1514.0,street,УШИНСКОГО,89976,"Карагандинская область, г.Темиртау, г.Темиртау, УШИНСКОГО",,
1615,1514.0,street,91Б,89977,"Карагандинская область, г.Темиртау, г.Темиртау, 91Б",,
1616,1514.0,street,КРУПСКОЙ,89978,"Карагандинская область, г.Темиртау, г.Темиртау, КРУПСКОЙ",,
1617,1514.0,street,91,89979,"Карагандинская область, г.Темиртау, г.Темиртау, 91",,
1618,1514.0,street,ОТДЕЛОЧНИКОВ,89980,"Карагандинская область, г.Темиртау, г.Темиртау, ОТДЕЛОЧНИКОВ",,
1619,1514.0,street,ШТУКАТУРОВ,89981,"Карагандинская область, г.Темиртау, г.Темиртау, ШТУКАТУРОВ",,
1620,1514.0,street,ОСТРОВСКОГО,89982,"Карагандинская область, г.Темиртау, г.Темиртау, ОСТРОВСКОГО",,
1621,1514.0,street,144,89983,"Карагандинская область, г.Темиртау, г.Темиртау, 144",,
1622,1514.0,street,ЧЕРНЫШЕВСКОГО,89984,"Карагандинская область, г.Темиртау, г.Темиртау, ЧЕРНЫШЕВСКОГО",,
1623,1514.0,street,МЕНДЕЛЕЕВА,89985,"Карагандинская область, г.Темиртау, г.Темиртау, МЕНДЕЛЕЕВА",,
1624,1514.0,street,125,89986,"Карагандинская область, г.Темиртау, г.Темиртау, 125",,
1625,1514.0,street,1-ЫЙ ЗАЕЗД,89987,"Карагандинская область, г.Темиртау, г.Темиртау, 1-ЫЙ ЗАЕЗД",,
1626,1514.0,street,КЛОЧКОВА,89988,"Карагандинская область, г.Темиртау, г.Темиртау, КЛОЧКОВА",,
1627,1514.0,street,Абая,88514,"Карагандинская область, г.Темиртау, г.Темиртау, Абая",,
1628,1514.0,street,6,88515,"Карагандинская область, г.Темиртау, г.Темиртау, 6",,
1629,1514.0,street,СПОРТИВНЫЙ,88516,"Карагандинская область, г.Темиртау, г.Темиртау, СПОРТИВНЫЙ",,
1630,1514.0,street,МИРА,88517,"Карагандинская область, г.Темиртау, г.Темиртау, МИРА",,
1631,1514.0,street,ПАНФИЛОВА,88518,"Карагандинская область, г.Темиртау, г.Темиртау, ПАНФИЛОВА",,
1632,1514.0,street,ПРИВОЛЬНАЯ,88519,"Карагандинская область, г.Темиртау, г.Темиртау, ПРИВОЛЬНАЯ",,
1633,1514.0,street,1-АЯ ЗАГОРОДНАЯ,88522,"Карагандинская область, г.Темиртау, г.Темиртау, 1-АЯ ЗАГОРОДНАЯ",,
1634,1514.0,street,ТЕЛЕГРАФНЫЙ,88523,"Карагандинская область, г.Темиртау, г.Темиртау, ТЕЛЕГРАФНЫЙ",,
1635,1514.0,street,ДЖАУРСКАЯ,88524,"Карагандинская область, г.Темиртау, г.Темиртау, ДЖАУРСКАЯ",,
1636,1514.0,street,СОВЕТСКАЯ,88525,"Карагандинская область, г.Темиртау, г.Темиртау, СОВЕТСКАЯ",,
1637,1514.0,street,ПОБЕДЫ,88527,"Карагандинская область, г.Темиртау, г.Темиртау, ПОБЕДЫ",,
1638,1514.0,street,ЛАЗО С.,88528,"Карагандинская область, г.Темиртау, г.Темиртау, ЛАЗО С.",,
1639,1514.0,street,ЛИСОВЕНКО,88529,"Карагандинская область, г.Темиртау, г.Темиртау, ЛИСОВЕНКО",,
1640,1514.0,street,ЗВЕЗДНЫЙ,88531,"Карагандинская область, г.Темиртау, г.Темиртау, ЗВЕЗДНЫЙ",,
1641,1514.0,street,КАМЕНЩИКОВ,88532,"Карагандинская область, г.Темиртау, г.Темиртау, КАМЕНЩИКОВ",,
1642,1514.0,street,ГОСТЕЛЛО,88533,"Карагандинская область, г.Темиртау, г.Темиртау, ГОСТЕЛЛО",,
1643,1514.0,street,ПИОНЕРСКИЙ,88534,"Карагандинская область, г.Темиртау, г.Темиртау, ПИОНЕРСКИЙ",,
1644,1514.0,street,БУЛЬВАР НЕЗАВИСИМОСТИ,88535,"Карагандинская область, г.Темиртау, г.Темиртау, БУЛЬВАР НЕЗАВИСИМОСТИ",,
1645,1514.0,street,8 МАРТА,88536,"Карагандинская область, г.Темиртау, г.Темиртау, 8 МАРТА",,
1646,1514.0,street,КАРБИДЧИКОВ,88537,"Карагандинская область, г.Темиртау, г.Темиртау, КАРБИДЧИКОВ",,
1647,1514.0,street,ШКОЛЬНЫЙ,88538,"Карагандинская область, г.Темиртау, г.Темиртау, ШКОЛЬНЫЙ",,
1648,1514.0,street,2,88547,"Карагандинская область, г.Темиртау, г.Темиртау, 2",,
1649,1514.0,street,КАРБЫШЕВА,89989,"Карагандинская область, г.Темиртау, г.Темиртау, КАРБЫШЕВА",,
1650,1514.0,street,ЗЕНИТНЫЙ,90008,"Карагандинская область, г.Темиртау, г.Темиртау, ЗЕНИТНЫЙ",,
1651,1514.0,street,3 А,89444,"Карагандинская область, г.Темиртау, г.Темиртау, 3 А",,
1652,1514.0,street,124,90120,"Карагандинская область, г.Темиртау, г.Темиртау, 124",,
1653,1514.0,street,НАБЕРЕЖНАЯ,90123,"Карагандинская область, г.Темиртау, г.Темиртау, НАБЕРЕЖНАЯ",,
1654,1514.0,street,КАРЪЕРНАЯ УЛ. 8 МАРТА,90124,"Карагандинская область, г.Темиртау, г.Темиртау, КАРЪЕРНАЯ УЛ. 8 МАРТА",,
1655,1514.0,street,КАРЪЕРНАЯ УЛ.СОЛНЕЧНАЯ,90125,"Карагандинская область, г.Темиртау, г.Темиртау, КАРЪЕРНАЯ УЛ.СОЛНЕЧНАЯ",,
1656,1514.0,street,6,90127,"Карагандинская область, г.Темиртау, г.Темиртау, 6",,
1657,1514.0,street,94,87759,"Карагандинская область, г.Темиртау, г.Темиртау, 94",,
1658,1514.0,street,95,87760,"Карагандинская область, г.Темиртау, г.Темиртау, 95",,
1659,1514.0,street,РАБОЧИЙ,87783,"Карагандинская область, г.Темиртау, г.Темиртау, РАБОЧИЙ",,
1660,1514.0,street,3-Я ГОРНАЯ,90789,"Карагандинская область, г.Темиртау, г.Темиртау, 3-Я ГОРНАЯ",,
1661,1514.0,street,НУЛЕВАЯ,90810,"Карагандинская область, г.Темиртау, г.Темиртау, НУЛЕВАЯ",,
1662,1514.0,street,МАРСОВЫЙ,90812,"Карагандинская область, г.Темиртау, г.Темиртау, МАРСОВЫЙ",,
1663,1514.0,street,ПОРИКА,90813,"Карагандинская область, г.Темиртау, г.Темиртау, ПОРИКА",,
1664,1514.0,street,9,90843,"Карагандинская область, г.Темиртау, г.Темиртау, 9",,
1665,1514.0,street,ПАРКОВАЯ,90844,"Карагандинская область, г.Темиртау, г.Темиртау, ПАРКОВАЯ",,
1666,1514.0,street,2-АЯ ГОРНАЯ,90850,"Карагандинская область, г.Темиртау, г.Темиртау, 2-АЯ ГОРНАЯ",,
1667,1514.0,street,ГОРКА ДРУЖБЫ,90882,"Карагандинская область, г.Темиртау, г.Темиртау, ГОРКА ДРУЖБЫ",,
1668,1514.0,street,ПОДГОРНАЯ,90883,"Карагандинская область, г.Темиртау, г.Темиртау, ПОДГОРНАЯ",,
1669,1514.0,street,АМАНГЕЛЬДЫ,90884,"Карагандинская область, г.Темиртау, г.Темиртау, АМАНГЕЛЬДЫ",,
1670,1514.0,street,ЧАЙКИНОЙ Л,90885,"Карагандинская область, г.Темиртау, г.Темиртау, ЧАЙКИНОЙ Л",,
1671,1514.0,street,ПРИВОКЗАЛЬНАЯ,90886,"Карагандинская область, г.Темиртау, г.Темиртау, ПРИВОКЗАЛЬНАЯ",,
1672,1514.0,street,1-АЯ ГОРНАЯ,90891,"Карагандинская область, г.Темиртау, г.Темиртау, 1-АЯ ГОРНАЯ",,
1673,1514.0,street,17,90898,"Карагандинская область, г.Темиртау, г.Темиртау, 17",,
1674,1514.0,street,Бауыржана Момышулы,90687,"Карагандинская область, г.Темиртау, г.Темиртау, Бауыржана Момышулы",,
1675,1514.0,street,ЛУННЫЙ,90689,"Карагандинская область, г.Темиртау, г.Темиртау, ЛУННЫЙ",,
1676,1514.0,street,НОВЫЙ,90690,"Карагандинская область, г.Темиртау, г.Темиртау, НОВЫЙ",,
1677,1514.0,street,МУСТАФИНА,90779,"Карагандинская область, г.Темиртау, г.Темиртау, МУСТАФИНА",,
1678,1514.0,street,ПЕСЧАНАЯ,90780,"Карагандинская область, г.Темиртау, г.Темиртау, ПЕСЧАНАЯ",,
1679,1514.0,street,8,90781,"Карагандинская область, г.Темиртау, г.Темиртау, 8",,
1680,1514.0,street,СЕЛО ОТРАДНОЕ,90782,"Карагандинская область, г.Темиртау, г.Темиртау, СЕЛО ОТРАДНОЕ",,
1681,1514.0,street,Базарный,105745,"Карагандинская область, г.Темиртау, г.Темиртау, Базарный",,
1682,1514.0,street,Жұмабек Тәшенов,119013,"Карагандинская область, г.Темиртау, г.Темиртау, Жұмабек Тәшенов",,
1683,1514.0,street,Ынтымак,119016,"Карагандинская область, г.Темиртау, г.Темиртау, Ынтымак",,
1684,1514.0,street,Евгений Брусиловский,119015,"Карагандинская область, г.Темиртау, г.Темиртау, Евгений Брусиловский",,
1685,1514.0,street,КОММУНАРОВ (Город),119340,"Карагандинская область, г.Темиртау, г.Темиртау, КОММУНАРОВ (Город)",,
1686,1514.0,street,ГЕРЦЕНА (Город),122230,"Карагандинская область, г.Темиртау, г.Темиртау, ГЕРЦЕНА (Город)",,
1687,1514.0,street,Пожарный (Город),124127,"Карагандинская область, г.Темиртау, г.Темиртау, Пожарный (Город)",,
1688,1514.0,street,КАЛИНИНА (Город),123671,"Карагандинская область, г.Темиртау, г.Темиртау, КАЛИНИНА (Город)",,
1689,1514.0,street,1-ЫЙ ПОДГОРНЫЙ,89455,"Карагандинская область, г.Темиртау, г.Темиртау, 1-ЫЙ ПОДГОРНЫЙ",,
1690,1514.0,street,4АЯ КОЛЬЦЕВАЯ,89458,"Карагандинская область, г.Темиртау, г.Темиртау, 4АЯ КОЛЬЦЕВАЯ",,
1691,1514.0,street,ТОКТАРОВА,89466,"Карагандинская область, г.Темиртау, г.Темиртау, ТОКТАРОВА",,
1692,1514.0,street,КОТОВСКОГО,89471,"Карагандинская область, г.Темиртау, г.Темиртау, КОТОВСКОГО",,
1693,1514.0,street,ТЕМИРТАУСКИЙ,88056,"Карагандинская область, г.Темиртау, г.Темиртау, ТЕМИРТАУСКИЙ",,
1694,1514.0,street,ПОЧТОВЫЙ,88969,"Карагандинская область, г.Темиртау, г.Темиртау, ПОЧТОВЫЙ",,
1695,1514.0,street,ПЛАНЕТНЫЙ,88975,"Карагандинская область, г.Темиртау, г.Темиртау, ПЛАНЕТНЫЙ",,
1696,1514.0,street,АЗЕРБАЕВА,88979,"Карагандинская область, г.Темиртау, г.Темиртау, АЗЕРБАЕВА",,
1697,1514.0,street,32,88991,"Карагандинская область, г.Темиртау, г.Темиртау, 32",,
1698,1514.0,street,МУСАЛИМОВА,88520,"Карагандинская область, г.Темиртау, г.Темиртау, МУСАЛИМОВА",,
1699,1514.0,street,Сакена Сейфуллина,88526,"Карагандинская область, г.Темиртау, г.Темиртау, Сакена Сейфуллина",,
1700,1514.0,street,ЗАСЛОНОВА,88539,"Карагандинская область, г.Темиртау, г.Темиртау, ЗАСЛОНОВА",,
1701,1514.0,street,Олега Тищенко,89445,"Карагандинская область, г.Темиртау, г.Темиртау, Олега Тищенко",,
1702,1514.0,street,ЗАПАДНАЯ ПРОМЫШЛЕННАЯ ЗОНА,88057,"Карагандинская область, г.Темиртау, г.Темиртау, ЗАПАДНАЯ ПРОМЫШЛЕННАЯ ЗОНА",,
1703,1514.0,street,МОРОЗОВА,88972,"Карагандинская область, г.Темиртау, г.Темиртау, МОРОЗОВА",,
1704,1514.0,street,ЛУГОВАЯ,89968,"Карагандинская область, г.Темиртау, г.Темиртау, ЛУГОВАЯ",,
1705,1514.0,street,Сарыарқа,119014,"Карагандинская область, г.Темиртау, г.Темиртау, Сарыарқа",,
1706,1514.0,street,ТОЛЬЯТТИ (Город),120316,"Карагандинская область, г.Темиртау, г.Темиртау, ТОЛЬЯТТИ (Город)",,
1707,1514.0,street,КРАСНОАРМЕЙСКИЙ,90897,"Карагандинская область, г.Темиртау, г.Темиртау, КРАСНОАРМЕЙСКИЙ",,
1708,1514.0,street,ВЕРХНЯЯ,90688,"Карагандинская область, г.Темиртау, г.Темиртау, ВЕРХНЯЯ",,
1709,1514.0,street,2-ОЙ ПОДГОРНЫЙ,89974,"Карагандинская область, г.Темиртау, г.Темиртау, 2-ОЙ ПОДГОРНЫЙ",,
1710,1514.0,street,ДЖАМБУЛА,89459,"Карагандинская область, г.Темиртау, г.Темиртау, ДЖАМБУЛА",,
1711,1514.0,street,1-АЯ КОЛЬЦЕВАЯ,88530,"Карагандинская область, г.Темиртау, г.Темиртау, 1-АЯ КОЛЬЦЕВАЯ",,
1712,1514.0,street,ЗЕЛЕНАЯ,89972,"Карагандинская область, г.Темиртау, г.Темиртау, ЗЕЛЕНАЯ",,
1713,1514.0,street,ТУРМАГАМБЕТОВА,86801,"Карагандинская область, г.Темиртау, г.Темиртау, ТУРМАГАМБЕТОВА",,
1714,1514.0,street,ШКОЛЬНЫЙ ПРОЕЗД,86822,"Карагандинская область, г.Темиртау, г.Темиртау, ШКОЛЬНЫЙ ПРОЕЗД",,
1715,1514.0,street,СЕТЕВОЙ УЧАСТОК,88072,"Карагандинская область, г.Темиртау, г.Темиртау, СЕТЕВОЙ УЧАСТОК",,
1716,1514.0,street,БАРДИНА,90811,"Карагандинская область, г.Темиртау, г.Темиртау, БАРДИНА",,
1717,1514.0,street,Еламана Байғазиева,89967,"Карагандинская область, г.Темиртау, г.Темиртау, Еламана Байғазиева",,
1718,1514.0,street,СТРОИТЕЛЬНЫЙ,88521,"Карагандинская область, г.Темиртау, г.Темиртау, СТРОИТЕЛЬНЫЙ",,
1719,1514.0,street,КАРЬЕРНАЯ САМСТРОЙ,90218,"Карагандинская область, г.Темиртау, г.Темиртау, КАРЬЕРНАЯ САМСТРОЙ",,
1720,1514.0,street,ВАЛИХАНОВА Ч.,88958,"Карагандинская область, г.Темиртау, г.Темиртау, ВАЛИХАНОВА Ч.",,
1721,1514.0,street,КАРАГАНДИНСКОЕ ШОССЕ (Город),124177,"Карагандинская область, г.Темиртау, г.Темиртау, КАРАГАНДИНСКОЕ ШОССЕ (Город)",,
1722,1514.0,street,Заготзерно,137493,"Карагандинская область, г.Темиртау, г.Темиртау, Заготзерно",,
1723,1.0,district,г.Шахтинск,92,"Карагандинская область, г.Шахтинск",,
1724,1723.0,town,п.Шахан,5867,"Карагандинская область, г.Шахтинск, п.Шахан",,
1725,1724.0,street,АВТОМОБИЛЬНАЯ,86751,"Карагандинская область, г.Шахтинск, п.Шахан, АВТОМОБИЛЬНАЯ",,
1726,1724.0,street,11/17,86752,"Карагандинская область, г.Шахтинск, п.Шахан, 11/17",,
1727,1724.0,street,5,86753,"Карагандинская область, г.Шахтинск, п.Шахан, 5",,
1728,1724.0,street,КРЫЛОВА,86754,"Карагандинская область, г.Шахтинск, п.Шахан, КРЫЛОВА",,
1729,1724.0,street,3-А-4-А,86755,"Карагандинская область, г.Шахтинск, п.Шахан, 3-А-4-А",,
1730,1724.0,street,ПРОМЫШЛЕННАЯ Ш-Н,86756,"Карагандинская область, г.Шахтинск, п.Шахан, ПРОМЫШЛЕННАЯ Ш-Н",,
1731,1724.0,street,ТРУДА,86757,"Карагандинская область, г.Шахтинск, п.Шахан, ТРУДА",,
1732,1724.0,street,НЕТ АДРЕСА,86889,"Карагандинская область, г.Шахтинск, п.Шахан, НЕТ АДРЕСА",,
1733,1724.0,street,ДОБРОВОЛЬСКОГО,86892,"Карагандинская область, г.Шахтинск, п.Шахан, ДОБРОВОЛЬСКОГО",,
1734,1724.0,street,ОКТЯБРЬСКИЙ,86895,"Карагандинская область, г.Шахтинск, п.Шахан, ОКТЯБРЬСКИЙ",,
1735,1724.0,street,СТРОИТЕЛЬНЫЙ,86898,"Карагандинская область, г.Шахтинск, п.Шахан, СТРОИТЕЛЬНЫЙ",,
1736,1724.0,street,НОВОСЕЛОВА,86901,"Карагандинская область, г.Шахтинск, п.Шахан, НОВОСЕЛОВА",,
1737,1724.0,street,СПОРТИВНАЯ,86904,"Карагандинская область, г.Шахтинск, п.Шахан, СПОРТИВНАЯ",,
1738,1724.0,street,7-А,90279,"Карагандинская область, г.Шахтинск, п.Шахан, 7-А",,
1739,1724.0,street,10/16,88911,"Карагандинская область, г.Шахтинск, п.Шахан, 10/16",,
1740,1724.0,street,41,88912,"Карагандинская область, г.Шахтинск, п.Шахан, 41",,
1741,1724.0,street,8,88913,"Карагандинская область, г.Шахтинск, п.Шахан, 8",,
1742,1724.0,street,3,88914,"Карагандинская область, г.Шахтинск, п.Шахан, 3",,
1743,1724.0,street,ШАХТЕРСКИЙ,88915,"Карагандинская область, г.Шахтинск, п.Шахан, ШАХТЕРСКИЙ",,
1744,1724.0,street,СУВОРОВА Ш-Н,88930,"Карагандинская область, г.Шахтинск, п.Шахан, СУВОРОВА Ш-Н",,
1745,1724.0,street,МОЛОДЕЖНАЯ Ш-Н,88931,"Карагандинская область, г.Шахтинск, п.Шахан, МОЛОДЕЖНАЯ Ш-Н",,
1746,1724.0,street,СТАРЫЙ ШАХАН,89083,"Карагандинская область, г.Шахтинск, п.Шахан, СТАРЫЙ ШАХАН",,
1747,1724.0,street,СТАРЫЙ ШАХАН УЛ. СОВХОЗНАЯ,89084,"Карагандинская область, г.Шахтинск, п.Шахан, СТАРЫЙ ШАХАН УЛ. СОВХОЗНАЯ",,
1748,1724.0,street,КОПАЙ,89085,"Карагандинская область, г.Шахтинск, п.Шахан, КОПАЙ",,
1749,1724.0,street,50 ЛЕТ ПОБЕДЫ,89086,"Карагандинская область, г.Шахтинск, п.Шахан, 50 ЛЕТ ПОБЕДЫ",,
1750,1724.0,street,ДОСТОЕВСКОГО,88468,"Карагандинская область, г.Шахтинск, п.Шахан, ДОСТОЕВСКОГО",,
1751,1724.0,street,3,88469,"Карагандинская область, г.Шахтинск, п.Шахан, 3",,
1752,1724.0,street,1-Б,88470,"Карагандинская область, г.Шахтинск, п.Шахан, 1-Б",,
1753,1724.0,street,ВЕСЕЛЫЙ,88471,"Карагандинская область, г.Шахтинск, п.Шахан, ВЕСЕЛЫЙ",,
1754,1724.0,street,СТЕПНАЯ Ш-Н,88472,"Карагандинская область, г.Шахтинск, п.Шахан, СТЕПНАЯ Ш-Н",,
1755,1724.0,street,ЧЕРНЫШЕВСКОГО,88473,"Карагандинская область, г.Шахтинск, п.Шахан, ЧЕРНЫШЕВСКОГО",,
1756,1724.0,street,СТРОИТЕЛЬНАЯ Ш-Н,88485,"Карагандинская область, г.Шахтинск, п.Шахан, СТРОИТЕЛЬНАЯ Ш-Н",,
1757,1724.0,street,АБАЯ  Ш-Н,88486,"Карагандинская область, г.Шахтинск, п.Шахан, АБАЯ  Ш-Н",,
1758,1724.0,street,ГОГОЛЯ,89917,"Карагандинская область, г.Шахтинск, п.Шахан, ГОГОЛЯ",,
1759,1724.0,street,14,89918,"Карагандинская область, г.Шахтинск, п.Шахан, 14",,
1760,1724.0,street,1,89919,"Карагандинская область, г.Шахтинск, п.Шахан, 1",,
1761,1724.0,street,МАГИСТРАЛЬНАЯ,89920,"Карагандинская область, г.Шахтинск, п.Шахан, МАГИСТРАЛЬНАЯ",,
1762,1724.0,street,ПУШКИНА,89921,"Карагандинская область, г.Шахтинск, п.Шахан, ПУШКИНА",,
1763,1724.0,street,6-А,89933,"Карагандинская область, г.Шахтинск, п.Шахан, 6-А",,
1764,1724.0,street,ГОРНАЯ,89398,"Карагандинская область, г.Шахтинск, п.Шахан, ГОРНАЯ",,
1765,1724.0,street,15,89399,"Карагандинская область, г.Шахтинск, п.Шахан, 15",,
1766,1724.0,street,1-А,89400,"Карагандинская область, г.Шахтинск, п.Шахан, 1-А",,
1767,1724.0,street,САМОЗАСТРОЙКА,89402,"Карагандинская область, г.Шахтинск, п.Шахан, САМОЗАСТРОЙКА",,
1768,1724.0,street,ЧАЙКОВСКОГО,89403,"Карагандинская область, г.Шахтинск, п.Шахан, ЧАЙКОВСКОГО",,
1769,1724.0,street,СТРОИТЕЛЕЙ,89407,"Карагандинская область, г.Шахтинск, п.Шахан, СТРОИТЕЛЕЙ",,
1770,1724.0,street,СТЕПНАЯ,89410,"Карагандинская область, г.Шахтинск, п.Шахан, СТЕПНАЯ",,
1771,1724.0,street,7,89415,"Карагандинская область, г.Шахтинск, п.Шахан, 7",,
1772,1724.0,street,СТРОИТЕЛЕЙ Ш-Н,90804,"Карагандинская область, г.Шахтинск, п.Шахан, СТРОИТЕЛЕЙ Ш-Н",,
1773,1724.0,street,6,90876,"Карагандинская область, г.Шахтинск, п.Шахан, 6",,
1774,1724.0,street,7-Б,90773,"Карагандинская область, г.Шахтинск, п.Шахан, 7-Б",,
1775,1724.0,street,Совхозная,94829,"Карагандинская область, г.Шахтинск, п.Шахан, Совхозная",,
1776,1724.0,street,"ВИШНЕВАЯ, (п.Шахан)",114309,"Карагандинская область, г.Шахтинск, п.Шахан, ВИШНЕВАЯ, (п.Шахан)",,
1777,1724.0,street,"СЕВЕРНАЯ, (п.Шахан)",114214,"Карагандинская область, г.Шахтинск, п.Шахан, СЕВЕРНАЯ, (п.Шахан)",,
1778,1724.0,street,"11, (п.Шахан)",114307,"Карагандинская область, г.Шахтинск, п.Шахан, 11, (п.Шахан)",,
1779,1724.0,street,Кондрашина,102206,"Карагандинская область, г.Шахтинск, п.Шахан, Кондрашина",,
1780,1724.0,street,"СВЕРДЛОВА, (п.Шахан)",114308,"Карагандинская область, г.Шахтинск, п.Шахан, СВЕРДЛОВА, (п.Шахан)",,
1781,1724.0,street,ШАХАНСКАЯ,89935,"Карагандинская область, г.Шахтинск, п.Шахан, ШАХАНСКАЯ",,
1782,1724.0,street,ШОССЕЙНАЯ,86758,"Карагандинская область, г.Шахтинск, п.Шахан, ШОССЕЙНАЯ",,
1783,1723.0,town,п.Hоводолинский,5866,"Карагандинская область, г.Шахтинск, п.Hоводолинский",,
1784,1783.0,street,ШКОЛЬНЫЙ Н-Д,89411,"Карагандинская область, г.Шахтинск, п.Hоводолинский, ШКОЛЬНЫЙ Н-Д",,
1785,1783.0,street,САДОВАЯ Н-Д,86764,"Карагандинская область, г.Шахтинск, п.Hоводолинский, САДОВАЯ Н-Д",,
1786,1783.0,street,ЛЕСОПИТОМНИК,86765,"Карагандинская область, г.Шахтинск, п.Hоводолинский, ЛЕСОПИТОМНИК",,
1787,1783.0,street,СУВОРОВА,88478,"Карагандинская область, г.Шахтинск, п.Hоводолинский, СУВОРОВА",,
1788,1783.0,street,ШКОЛЬНАЯ Н-Д,89409,"Карагандинская область, г.Шахтинск, п.Hоводолинский, ШКОЛЬНАЯ Н-Д",,
1789,1783.0,street,41 ГОД ОКТЯБРЯ,90878,"Карагандинская область, г.Шахтинск, п.Hоводолинский, 41 ГОД ОКТЯБРЯ",,
1790,1783.0,street,Центральная,88025,"Карагандинская область, г.Шахтинск, п.Hоводолинский, Центральная",,
1791,1783.0,street,ЛИНЕЙНАЯ Н-Д,88484,"Карагандинская область, г.Шахтинск, п.Hоводолинский, ЛИНЕЙНАЯ Н-Д",,
1792,1783.0,street,Придолинская,88023,"Карагандинская область, г.Шахтинск, п.Hоводолинский, Придолинская",,
1793,1783.0,street,НОВОДОЛИНКА,86902,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНКА",,
1794,1783.0,street,НОВОДОЛИНСКИЙ УЛ. КУТУЗОВА,88020,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ. КУТУЗОВА",,
1795,1783.0,street,НОВОДОЛИНСКИЙ УЛ. ОКТЯБРЬСКАЯ,88021,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ. ОКТЯБРЬСКАЯ",,
1796,1783.0,street,НОВОДОЛИНСКИЙ УЛ.41Г ОКТЯБРЯ,88022,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.41Г ОКТЯБРЯ",,
1797,1783.0,street,НОВОДОЛИНСКИЙ УЛ.МАГИСТРАЛЬНАЯ,88026,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.МАГИСТРАЛЬНАЯ",,
1798,1783.0,street,НОВОДОЛИНСКИЙ УЛ.ШАХТЕРСКАЯ,88027,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.ШАХТЕРСКАЯ",,
1799,1783.0,street,НОВОДОЛИНСКИЙ УЛ.ВОДИТЕЛЬСКАЯ,88030,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.ВОДИТЕЛЬСКАЯ",,
1800,1783.0,street,НОВОДОЛИНСКИЙ УЛ.ДЗЕРЖИНСКАЯ,88031,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.ДЗЕРЖИНСКАЯ",,
1801,1783.0,street,НОВОДОЛИНСКИЙ УЛ.БОБУХА,88032,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.БОБУХА",,
1802,1783.0,street,НОВОДОЛИНСКИЙ УЛ.ШКОЛЬНАЯ,88033,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ.ШКОЛЬНАЯ",,
1803,1783.0,street,НОВОДОЛИНСКИЙ УЛ ПОСЕЛКОВАЯ,90424,"Карагандинская область, г.Шахтинск, п.Hоводолинский, НОВОДОЛИНСКИЙ УЛ ПОСЕЛКОВАЯ",,
