id,parent_id,type,name,tree,path
1,,region,Карагандинская область,Карагандинская область,Карагандинская область
2,1.0,district,г.Караганда,  г.Караганда,Карагандинская область > г.Караганда
3,2.0,town,г.Караганда,    г.Караганда,Карагандинская область > г.Караганда > г.Караганда
4,3.0,street,учетный квартал 108,      учетный квартал 108,Карагандинская область > г.Караганда > г.Караганда > учетный квартал 108
5,3.0,street,ЕРУБАЕВА,      ЕРУБАЕВА,Карагандинская область > г.Караганда > г.Караганда > ЕРУБАЕВА
6,3.0,street,99АРХИВ_КЛУБНАЯ,      99АРХИВ_КЛУБНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КЛУБНАЯ
7,3.0,street,КОНСТРУКТОРСКАЯ,      КОНСТРУКТОРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > КОНСТРУКТОРСКАЯ
8,3.0,street,КОРОЛЕНКО,      КОРОЛЕНКО,Карагандинская область > г.Караганда > г.Караганда > КОРОЛЕНКО
9,3.0,street,КОЦЮБИНСКОГО,      КОЦЮБИНСКОГО,Карагандинская область > г.Караганда > г.Караганда > КОЦЮБИНСКОГО
10,3.0,street,99АРХИВ_КРИВОРОЖСКАЯ,      99АРХИВ_КРИВОРОЖСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_КРИВОРОЖСКАЯ
11,3.0,street,КРЫЛОВА,      КРЫЛОВА,Карагандинская область > г.Караганда > г.Караганда > КРЫЛОВА
12,3.0,street,КВАРТАЛЬНЫЙ,      КВАРТАЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КВАРТАЛЬНЫЙ
13,3.0,street,КОПЕРНИКА,      КОПЕРНИКА,Карагандинская область > г.Караганда > г.Караганда > КОПЕРНИКА
14,3.0,street,КУЗНЕЧНЫЙ,      КУЗНЕЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > КУЗНЕЧНЫЙ
15,3.0,street,99АРХИВ_ЛАЗУРНАЯ,      99АРХИВ_ЛАЗУРНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЛАЗУРНАЯ
16,3.0,street,ЛИПЕЦКАЯ,      ЛИПЕЦКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛИПЕЦКАЯ
17,3.0,street,ЛОКОМОТИВНАЯ,      ЛОКОМОТИВНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЛОКОМОТИВНАЯ
18,3.0,street,99АРХИВ_ЛИСТВЕННЫЙ,      99АРХИВ_ЛИСТВЕННЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЛИСТВЕННЫЙ
19,3.0,street,99АРХИВ_МАЙКУДУКСКОЕ ШОССЕ,      99АРХИВ_МАЙКУДУКСКОЕ ШОССЕ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАЙКУДУКСКОЕ ШОССЕ
20,3.0,street,МАНУИЛЬСКОГО,      МАНУИЛЬСКОГО,Карагандинская область > г.Караганда > г.Караганда > МАНУИЛЬСКОГО
21,3.0,street,99АРХИВ_МАРИАНЫ,      99АРХИВ_МАРИАНЫ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАРИАНЫ
22,3.0,street,99АРХИВ_МАШИНОСТРОИТЕЛЬНАЯ,      99АРХИВ_МАШИНОСТРОИТЕЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_МАШИНОСТРОИТЕЛЬНАЯ
23,3.0,street,МЕТАЛЛИСТОВ,      МЕТАЛЛИСТОВ,Карагандинская область > г.Караганда > г.Караганда > МЕТАЛЛИСТОВ
24,3.0,street,МИР.ТРУДА,      МИР.ТРУДА,Карагандинская область > г.Караганда > г.Караганда > МИР.ТРУДА
25,3.0,street,МОЖАЙСКОГО,      МОЖАЙСКОГО,Карагандинская область > г.Караганда > г.Караганда > МОЖАЙСКОГО
26,3.0,street,МОНТАЖНАЯ,      МОНТАЖНАЯ,Карагандинская область > г.Караганда > г.Караганда > МОНТАЖНАЯ
27,3.0,street,МОСТОВАЯ,      МОСТОВАЯ,Карагандинская область > г.Караганда > г.Караганда > МОСТОВАЯ
28,3.0,street,МУСОРГСКОГО,      МУСОРГСКОГО,Карагандинская область > г.Караганда > г.Караганда > МУСОРГСКОГО
29,3.0,street,МУСИНА,      МУСИНА,Карагандинская область > г.Караганда > г.Караганда > МУСИНА
30,3.0,street,Жагалау,      Жагалау,Карагандинская область > г.Караганда > г.Караганда > Жагалау
31,3.0,street,НЕРЧЕНСКАЯ,      НЕРЧЕНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > НЕРЧЕНСКАЯ
32,3.0,street,НОВОСИБИРСКАЯ,      НОВОСИБИРСКАЯ,Карагандинская область > г.Караганда > г.Караганда > НОВОСИБИРСКАЯ
33,3.0,street,Казбека Нуржанова,      Казбека Нуржанова,Карагандинская область > г.Караганда > г.Караганда > Казбека Нуржанова
34,3.0,street,99АРХИВ_ОБОГОТИТЕЛЬНАЯ,      99АРХИВ_ОБОГОТИТЕЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОБОГОТИТЕЛЬНАЯ
35,3.0,street,99АРХИВ_ОЗЕРНАЯ,      99АРХИВ_ОЗЕРНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ОЗЕРНАЯ
36,3.0,street,Талды,      Талды,Карагандинская область > г.Караганда > г.Караганда > Талды
37,3.0,street,ОГАРЕВА,      ОГАРЕВА,Карагандинская область > г.Караганда > г.Караганда > ОГАРЕВА
38,3.0,street,99АРХИВ_ПАРХОМЕНКО,      99АРХИВ_ПАРХОМЕНКО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПАРХОМЕНКО
39,3.0,street,ПЕСТЕЛЯ,      ПЕСТЕЛЯ,Карагандинская область > г.Караганда > г.Караганда > ПЕСТЕЛЯ
40,3.0,street,ПИРОГОВА,      ПИРОГОВА,Карагандинская область > г.Караганда > г.Караганда > ПИРОГОВА
41,3.0,street,ПЛЕХАНОВА,      ПЛЕХАНОВА,Карагандинская область > г.Караганда > г.Караганда > ПЛЕХАНОВА
42,3.0,street,ПОЖАРСКОГО,      ПОЖАРСКОГО,Карагандинская область > г.Караганда > г.Караганда > ПОЖАРСКОГО
43,3.0,street,ПОЛЮСНАЯ,      ПОЛЮСНАЯ,Карагандинская область > г.Караганда > г.Караганда > ПОЛЮСНАЯ
44,3.0,street,Саяхат,      Саяхат,Карагандинская область > г.Караганда > г.Караганда > Саяхат
45,3.0,street,ПОЧТОВАЯ,      ПОЧТОВАЯ,Карагандинская область > г.Караганда > г.Караганда > ПОЧТОВАЯ
46,3.0,street,ПРОТОЧНЫЙ,      ПРОТОЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ПРОТОЧНЫЙ
47,3.0,street,ПУТЕВОЙ,      ПУТЕВОЙ,Карагандинская область > г.Караганда > г.Караганда > ПУТЕВОЙ
48,3.0,street,ПУТЕЙСКАЯ,      ПУТЕЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ПУТЕЙСКАЯ
49,3.0,street,РАДИЩЕВА,      РАДИЩЕВА,Карагандинская область > г.Караганда > г.Караганда > РАДИЩЕВА
50,3.0,street,99АРХИВ_РАКЕТНАЯ,      99АРХИВ_РАКЕТНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_РАКЕТНАЯ
51,3.0,street,РАЦИОНАЛИЗАТОРОВ,      РАЦИОНАЛИЗАТОРОВ,Карагандинская область > г.Караганда > г.Караганда > РАЦИОНАЛИЗАТОРОВ
52,3.0,street,РЫСКУЛОВА,      РЫСКУЛОВА,Карагандинская область > г.Караганда > г.Караганда > РЫСКУЛОВА
53,3.0,street,РЕЧНАЯ,      РЕЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > РЕЧНАЯ
54,3.0,street,ЛЮКСЕМБУРГ Р.,      ЛЮКСЕМБУРГ Р.,Карагандинская область > г.Караганда > г.Караганда > ЛЮКСЕМБУРГ Р.
55,3.0,street,РУСТАВЕЛИ Ш.,      РУСТАВЕЛИ Ш.,Карагандинская область > г.Караганда > г.Караганда > РУСТАВЕЛИ Ш.
56,3.0,street,РЫЛЕЕВА,      РЫЛЕЕВА,Карагандинская область > г.Караганда > г.Караганда > РЫЛЕЕВА
57,3.0,street,99АРХИВ_САКО-ВАНЦЕТИ,      99АРХИВ_САКО-ВАНЦЕТИ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_САКО-ВАНЦЕТИ
58,3.0,street,САРСЕКОВА,      САРСЕКОВА,Карагандинская область > г.Караганда > г.Караганда > САРСЕКОВА
59,3.0,street,ВОИНОВ ИНТЕРНАЦИОНАЛИСТОВ,      ВОИНОВ ИНТЕРНАЦИОНАЛИСТОВ,Карагандинская область > г.Караганда > г.Караганда > ВОИНОВ ИНТЕРНАЦИОНАЛИСТОВ
60,3.0,street,СВОДНАЯ,      СВОДНАЯ,Карагандинская область > г.Караганда > г.Караганда > СВОДНАЯ
61,3.0,street,СЕЧЕНОВА,      СЕЧЕНОВА,Карагандинская область > г.Караганда > г.Караганда > СЕЧЕНОВА
62,3.0,street,СМОЛЕНСКАЯ,      СМОЛЕНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > СМОЛЕНСКАЯ
63,3.0,street,СЕРИКБАЕВА,      СЕРИКБАЕВА,Карагандинская область > г.Караганда > г.Караганда > СЕРИКБАЕВА
64,3.0,street,СОРЕВНОВАНИЯ,      СОРЕВНОВАНИЯ,Карагандинская область > г.Караганда > г.Караганда > СОРЕВНОВАНИЯ
65,3.0,street,СТАНЦИОННАЯ,      СТАНЦИОННАЯ,Карагандинская область > г.Караганда > г.Караганда > СТАНЦИОННАЯ
66,3.0,street,СТОЛИЧНАЯ,      СТОЛИЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > СТОЛИЧНАЯ
67,3.0,street,СТРЕЛОЧНЫЙ,      СТРЕЛОЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > СТРЕЛОЧНЫЙ
68,3.0,street,ЧИЖЕВСКОГО,      ЧИЖЕВСКОГО,Карагандинская область > г.Караганда > г.Караганда > ЧИЖЕВСКОГО
69,3.0,street,ТЕЛЬМАНА,      ТЕЛЬМАНА,Карагандинская область > г.Караганда > г.Караганда > ТЕЛЬМАНА
70,3.0,street,ТОВАРНАЯ,      ТОВАРНАЯ,Карагандинская область > г.Караганда > г.Караганда > ТОВАРНАЯ
71,3.0,street,ТУРГЕНЕВА,      ТУРГЕНЕВА,Карагандинская область > г.Караганда > г.Караганда > ТУРГЕНЕВА
72,3.0,street,99АРХИВ_УГОЛЬНЫЙ,      99АРХИВ_УГОЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_УГОЛЬНЫЙ
73,3.0,street,УКРАИНСКАЯ,      УКРАИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > УКРАИНСКАЯ
74,3.0,street,УРАНОВЫЙ,      УРАНОВЫЙ,Карагандинская область > г.Караганда > г.Караганда > УРАНОВЫЙ
75,3.0,street,УЧЕБНАЯ,      УЧЕБНАЯ,Карагандинская область > г.Караганда > г.Караганда > УЧЕБНАЯ
76,3.0,street,ФАДЕЕВА,      ФАДЕЕВА,Карагандинская область > г.Караганда > г.Караганда > ФАДЕЕВА
77,3.0,street,99АРХИВ_ФЛОТСКАЯ,      99АРХИВ_ФЛОТСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ФЛОТСКАЯ
78,3.0,street,ХАЛИУЛИНА,      ХАЛИУЛИНА,Карагандинская область > г.Караганда > г.Караганда > ХАЛИУЛИНА
79,3.0,street,ХАРЬКОВСКАЯ,      ХАРЬКОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ХАРЬКОВСКАЯ
80,3.0,street,99АРХИВ_ЦЕНТРАЛЬНАЯ,      99АРХИВ_ЦЕНТРАЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЦЕНТРАЛЬНАЯ
81,3.0,street,99АРХИВ_ЧАЙКОВСКОГО,      99АРХИВ_ЧАЙКОВСКОГО,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЧАЙКОВСКОГО
82,3.0,street,ЧЕЛЮСКИНА,      ЧЕЛЮСКИНА,Карагандинская область > г.Караганда > г.Караганда > ЧЕЛЮСКИНА
83,3.0,street,ЧЕХОВА,      ЧЕХОВА,Карагандинская область > г.Караганда > г.Караганда > ЧЕХОВА
84,3.0,street,Чекалина,      Чекалина,Карагандинская область > г.Караганда > г.Караганда > Чекалина
85,3.0,street,ШЕКСПИРА,      ШЕКСПИРА,Карагандинская область > г.Караганда > г.Караганда > ШЕКСПИРА
86,3.0,street,ШТАКЕТНЫЙ,      ШТАКЕТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ШТАКЕТНЫЙ
87,3.0,street,ЩЕРБАКОВА,      ЩЕРБАКОВА,Карагандинская область > г.Караганда > г.Караганда > ЩЕРБАКОВА
88,3.0,street,1 МАЯ,      1 МАЯ,Карагандинская область > г.Караганда > г.Караганда > 1 МАЯ
89,3.0,street,ОРБИТА 1,      ОРБИТА 1,Карагандинская область > г.Караганда > г.Караганда > ОРБИТА 1
90,3.0,street,ЮНАЯ,      ЮНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЮНАЯ
91,3.0,street,ВОСТОК 3,      ВОСТОК 3,Карагандинская область > г.Караганда > г.Караганда > ВОСТОК 3
92,3.0,street,99АРХИВ_29,      99АРХИВ_29,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_29
93,3.0,street,ЯРОСЛАВСКАЯ,      ЯРОСЛАВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЯРОСЛАВСКАЯ
94,3.0,street,ОРБИТА 2,      ОРБИТА 2,Карагандинская область > г.Караганда > г.Караганда > ОРБИТА 2
95,3.0,street,23,      23,Карагандинская область > г.Караганда > г.Караганда > 23
96,3.0,street,АВАНГАРДНЫЙ,      АВАНГАРДНЫЙ,Карагандинская область > г.Караганда > г.Караганда > АВАНГАРДНЫЙ
97,3.0,street,99АРХИВ_ПОЛИГОННАЯ,      99АРХИВ_ПОЛИГОННАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ПОЛИГОННАЯ
98,3.0,street,ЮЖНАЯ,      ЮЖНАЯ,Карагандинская область > г.Караганда > г.Караганда > ЮЖНАЯ
99,3.0,street,РЯДОВОЙ,      РЯДОВОЙ,Карагандинская область > г.Караганда > г.Караганда > РЯДОВОЙ
100,3.0,street,АТАСУЙСКАЯ,      АТАСУЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > АТАСУЙСКАЯ
101,3.0,street,ЧУСОВСКОЙ,      ЧУСОВСКОЙ,Карагандинская область > г.Караганда > г.Караганда > ЧУСОВСКОЙ
102,3.0,street,ТАТТИМБЕТА,      ТАТТИМБЕТА,Карагандинская область > г.Караганда > г.Караганда > ТАТТИМБЕТА
103,3.0,street,99АРХИВ_АСЫЛБЕКОВА,      99АРХИВ_АСЫЛБЕКОВА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_АСЫЛБЕКОВА
104,3.0,street,ЗАПАДНАЯ ПРОМЗОНА,      ЗАПАДНАЯ ПРОМЗОНА,Карагандинская область > г.Караганда > г.Караганда > ЗАПАДНАЯ ПРОМЗОНА
105,3.0,street,99АРХИВ_САНТЕХНИЧЕСКИЙ,      99АРХИВ_САНТЕХНИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_САНТЕХНИЧЕСКИЙ
106,3.0,street,КОВАЛЕВСКОЙ,      КОВАЛЕВСКОЙ,Карагандинская область > г.Караганда > г.Караганда > КОВАЛЕВСКОЙ
107,3.0,street,АВТОМОБИЛЬНАЯ,      АВТОМОБИЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > АВТОМОБИЛЬНАЯ
108,3.0,street,АЛАЛЫКИНА,      АЛАЛЫКИНА,Карагандинская область > г.Караганда > г.Караганда > АЛАЛЫКИНА
109,3.0,street,АЛТАЙСКАЯ,      АЛТАЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > АЛТАЙСКАЯ
110,3.0,street,АНГЕЛИНОЙ,      АНГЕЛИНОЙ,Карагандинская область > г.Караганда > г.Караганда > АНГЕЛИНОЙ
111,3.0,street,99АРХИВ_АРЫЧНАЯ,      99АРХИВ_АРЫЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_АРЫЧНАЯ
112,3.0,street,АСТРАХАНСКАЯ,      АСТРАХАНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > АСТРАХАНСКАЯ
113,3.0,street,АБДИРОВА Н.,      АБДИРОВА Н.,Карагандинская область > г.Караганда > г.Караганда > АБДИРОВА Н.
114,3.0,street,БАЖОВА,      БАЖОВА,Карагандинская область > г.Караганда > г.Караганда > БАЖОВА
115,3.0,street,999_БАЛТИЙСКАЯ,      999_БАЛТИЙСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 999_БАЛТИЙСКАЯ
116,3.0,street,БАУМАНА,      БАУМАНА,Карагандинская область > г.Караганда > г.Караганда > БАУМАНА
117,3.0,street,БЕЛИНСКОГО,      БЕЛИНСКОГО,Карагандинская область > г.Караганда > г.Караганда > БЕЛИНСКОГО
118,3.0,street,ХМЕЛЬНИЦКОГО Б.,      ХМЕЛЬНИЦКОГО Б.,Карагандинская область > г.Караганда > г.Караганда > ХМЕЛЬНИЦКОГО Б.
119,3.0,street,БОТАНИЧЕСКАЯ,      БОТАНИЧЕСКАЯ,Карагандинская область > г.Караганда > г.Караганда > БОТАНИЧЕСКАЯ
120,3.0,street,БЫТОВАЯ,      БЫТОВАЯ,Карагандинская область > г.Караганда > г.Караганда > БЫТОВАЯ
121,3.0,street,БАЛАКИРЕВА,      БАЛАКИРЕВА,Карагандинская область > г.Караганда > г.Караганда > БАЛАКИРЕВА
122,3.0,street,ВАВИЛОВА,      ВАВИЛОВА,Карагандинская область > г.Караганда > г.Караганда > ВАВИЛОВА
123,3.0,street,ВИТЕБСКАЯ,      ВИТЕБСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ВИТЕБСКАЯ
124,3.0,street,99АРХИВ_ВОДОПРОВОДНАЯ,      99АРХИВ_ВОДОПРОВОДНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ВОДОПРОВОДНАЯ
125,3.0,street,ВОЙНОВА,      ВОЙНОВА,Карагандинская область > г.Караганда > г.Караганда > ВОЙНОВА
126,3.0,street,ВОЛЖСКИЙ,      ВОЛЖСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ВОЛЖСКИЙ
127,3.0,street,ГАРИБАЛЬДИ,      ГАРИБАЛЬДИ,Карагандинская область > г.Караганда > г.Караганда > ГАРИБАЛЬДИ
128,3.0,street,ГЛИНКИ,      ГЛИНКИ,Карагандинская область > г.Караганда > г.Караганда > ГЛИНКИ
129,3.0,street,ГРОМОВОЙ,      ГРОМОВОЙ,Карагандинская область > г.Караганда > г.Караганда > ГРОМОВОЙ
130,3.0,street,99АРХИВ_ДВИНСКАЯ,      99АРХИВ_ДВИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДВИНСКАЯ
131,3.0,street,ЖАМБЫЛА,      ЖАМБЫЛА,Карагандинская область > г.Караганда > г.Караганда > ЖАМБЫЛА
132,3.0,street,ДОБРОВОЛЬНЫЙ,      ДОБРОВОЛЬНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ДОБРОВОЛЬНЫЙ
133,3.0,street,ДОНСКАЯ,      ДОНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ДОНСКАЯ
134,3.0,street,ДОЛИНСКАЯ,      ДОЛИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ДОЛИНСКАЯ
135,3.0,street,99АРХИВ_ДАЧНЫЙ,      99АРХИВ_ДАЧНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ДАЧНЫЙ
136,3.0,street,99АРХИВ_ЖАНААРКИНСКАЯ,      99АРХИВ_ЖАНААРКИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ЖАНААРКИНСКАЯ
137,3.0,street,КОМИССАРОВА,      КОМИССАРОВА,Карагандинская область > г.Караганда > г.Караганда > КОМИССАРОВА
138,3.0,street,ЗАСЛАВСКОГО,      ЗАСЛАВСКОГО,Карагандинская область > г.Караганда > г.Караганда > ЗАСЛАВСКОГО
139,3.0,street,ИЛЬИЧА,      ИЛЬИЧА,Карагандинская область > г.Караганда > г.Караганда > ИЛЬИЧА
140,3.0,street,ИППОДРОМНАЯ,      ИППОДРОМНАЯ,Карагандинская область > г.Караганда > г.Караганда > ИППОДРОМНАЯ
141,3.0,street,ИНЕРТНЫЙ,      ИНЕРТНЫЙ,Карагандинская область > г.Караганда > г.Караганда > ИНЕРТНЫЙ
142,3.0,street,КАМСКИЙ,      КАМСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАМСКИЙ
143,3.0,street,КАРАБАССКИЙ,      КАРАБАССКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАРАБАССКИЙ
144,3.0,street,КАРПАТСКАЯ,      КАРПАТСКАЯ,Карагандинская область > г.Караганда > г.Караганда > КАРПАТСКАЯ
145,3.0,street,СТАНИСЛАВСКОГО,      СТАНИСЛАВСКОГО,Карагандинская область > г.Караганда > г.Караганда > СТАНИСЛАВСКОГО
146,3.0,street,СТЕКОЛЬНАЯ,      СТЕКОЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > СТЕКОЛЬНАЯ
147,3.0,street,СТРЕЛОЧНАЯ,      СТРЕЛОЧНАЯ,Карагандинская область > г.Караганда > г.Караганда > СТРЕЛОЧНАЯ
148,3.0,street,СУРИКОВА,      СУРИКОВА,Карагандинская область > г.Караганда > г.Караганда > СУРИКОВА
149,3.0,street,99АРХИВ_ТАЛЛИНСКИЙ,      99АРХИВ_ТАЛЛИНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТАЛЛИНСКИЙ
150,3.0,street,99АРХИВ_ТАМАНСКАЯ,      99АРХИВ_ТАМАНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТАМАНСКАЯ
151,3.0,street,99АРХИВ_ТЕЛЕГРАФНАЯ,      99АРХИВ_ТЕЛЕГРАФНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТЕЛЕГРАФНАЯ
152,3.0,street,99АРХИВ_ТЕМИРТАУССКАЯ,      99АРХИВ_ТЕМИРТАУССКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТЕМИРТАУССКАЯ
153,3.0,street,ТОПАРСКИЙ,      ТОПАРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ТОПАРСКИЙ
154,3.0,street,99АРХИВ_ТОМСКАЯ,      99АРХИВ_ТОМСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ТОМСКАЯ
155,3.0,street,ТРЕТЬЯКОВА,      ТРЕТЬЯКОВА,Карагандинская область > г.Караганда > г.Караганда > ТРЕТЬЯКОВА
156,3.0,street,999_ТУЛЬСКАЯ,      999_ТУЛЬСКАЯ,Карагандинская область > г.Караганда > г.Караганда > 999_ТУЛЬСКАЯ
157,3.0,street,99АРХИВ_УГОЛЬНАЯ,      99АРХИВ_УГОЛЬНАЯ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_УГОЛЬНАЯ
158,3.0,street,УЗЛОВАЯ,      УЗЛОВАЯ,Карагандинская область > г.Караганда > г.Караганда > УЗЛОВАЯ
159,3.0,street,УНИВЕРСИТЕТСКАЯ,      УНИВЕРСИТЕТСКАЯ,Карагандинская область > г.Караганда > г.Караганда > УНИВЕРСИТЕТСКАЯ
160,3.0,street,УЧЕНИЧЕСКИЙ,      УЧЕНИЧЕСКИЙ,Карагандинская область > г.Караганда > г.Караганда > УЧЕНИЧЕСКИЙ
161,3.0,street,99АРХИВ_УДАРНЫЙ,      99АРХИВ_УДАРНЫЙ,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_УДАРНЫЙ
162,3.0,street,ХАБАРОВСКАЯ,      ХАБАРОВСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ХАБАРОВСКАЯ
163,3.0,street,99АРХИВ_ХАЛТУРИНА,      99АРХИВ_ХАЛТУРИНА,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_ХАЛТУРИНА
164,3.0,street,ХУДОЖЕСТВЕННАЯ,      ХУДОЖЕСТВЕННАЯ,Карагандинская область > г.Караганда > г.Караганда > ХУДОЖЕСТВЕННАЯ
165,3.0,street,ЦЕХОВАЯ,      ЦЕХОВАЯ,Карагандинская область > г.Караганда > г.Караганда > ЦЕХОВАЯ
166,3.0,street,ЦИОЛКОВСКОГО,      ЦИОЛКОВСКОГО,Карагандинская область > г.Караганда > г.Караганда > ЦИОЛКОВСКОГО
167,3.0,street,ЧЕЛЯБИНСКАЯ,      ЧЕЛЯБИНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > ЧЕЛЯБИНСКАЯ
168,3.0,street,ЧКАЛОВА,      ЧКАЛОВА,Карагандинская область > г.Караганда > г.Караганда > ЧКАЛОВА
169,3.0,street,ШЕВЦОВОЙ,      ШЕВЦОВОЙ,Карагандинская область > г.Караганда > г.Караганда > ШЕВЦОВОЙ
170,3.0,street,ЭНТУЗИАСТОВ,      ЭНТУЗИАСТОВ,Карагандинская область > г.Караганда > г.Караганда > ЭНТУЗИАСТОВ
171,3.0,street,МЕНДЕЛЕЕВА,      МЕНДЕЛЕЕВА,Карагандинская область > г.Караганда > г.Караганда > МЕНДЕЛЕЕВА
172,3.0,street,ВОСТОК 2,      ВОСТОК 2,Карагандинская область > г.Караганда > г.Караганда > ВОСТОК 2
173,3.0,street,19,      19,Карагандинская область > г.Караганда > г.Караганда > 19
174,3.0,street,КУПАЛЫ Я,      КУПАЛЫ Я,Карагандинская область > г.Караганда > г.Караганда > КУПАЛЫ Я
175,3.0,street,13,      13,Карагандинская область > г.Караганда > г.Караганда > 13
176,3.0,street,22,      22,Карагандинская область > г.Караганда > г.Караганда > 22
177,3.0,street,11,      11,Карагандинская область > г.Караганда > г.Караганда > 11
178,3.0,street,АШЛЯЕВА С.,      АШЛЯЕВА С.,Карагандинская область > г.Караганда > г.Караганда > АШЛЯЕВА С.
179,3.0,street,САРАНСКАЯ,      САРАНСКАЯ,Карагандинская область > г.Караганда > г.Караганда > САРАНСКАЯ
180,3.0,street,ТБИЛИССКАЯ,      ТБИЛИССКАЯ,Карагандинская область > г.Караганда > г.Караганда > ТБИЛИССКАЯ
181,3.0,street,99АРХИВ_731,      99АРХИВ_731,Карагандинская область > г.Караганда > г.Караганда > 99АРХИВ_731
182,3.0,street,АКМОЛИНСКИЙ,      АКМОЛИНСКИЙ,Карагандинская область > г.Караганда > г.Караганда > АКМОЛИНСКИЙ
183,3.0,street,АКСАЙСКИЙ,      АКСАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > АКСАЙСКИЙ
184,3.0,street,ШАХТЕРСКИЙ,      ШАХТЕРСКИЙ,Карагандинская область > г.Караганда > г.Караганда > ШАХТЕРСКИЙ
185,3.0,street,КАПЧАГАЙСКИЙ,      КАПЧАГАЙСКИЙ,Карагандинская область > г.Караганда > г.Караганда > КАПЧАГАЙСКИЙ
186,3.0,street,ЗЕЛЕНЫЙ 5,      ЗЕЛЕНЫЙ 5,Карагандинская область > г.Караганда > г.Караганда > ЗЕЛЕНЫЙ 5
